layer	representation_type	strategy	split-type	r	p	fasttext-all-GS_r	in_freq_interval_225375_r	freq_lower_interval_1.5_r	freq_higher_interval_1.5_r	freq_lower_interval_1.75_r	freq_higher_interval_1.75_r	freq_lower_interval_2.25_r	freq_higher_interval_2.25_r	freq_lower_interval_2.5_r	freq_higher_interval_2.5_r	freq_lower_interval_2.75_r	freq_higher_interval_2.75_r	freq_lower_interval_3_r	freq_higher_interval_3_r	freq_lower_interval_3.25_r	freq_higher_interval_3.25_r	freq_lower_interval_3.5_r	freq_higher_interval_3.5_r	freq_lower_interval_3.75_r	freq_higher_interval_3.75_r	freq_lower_interval_4_r	freq_higher_interval_4_r	freq_lower_interval_4.25_r	freq_higher_interval_4.25_r	bothcomplete_flota_r	oneincomplete_flota_r
5	xlnet-base-cased	average	2-split	0.455856928745138	0.0	0.496691386849056	0.493330551944896	0.511352905233612	0.47089555699443	0.495454715592844	0.474943740578092	0.483794690602598	0.491360947266852	0.479561007787892	0.506327437618722	0.474714773858963	0.501391304133433	0.476294837215432	0.484490260873933	0.479103092013137	0.439648947712138	0.479848923794111	0.443181557438875	0.478869606026846	-0.051924985844115	0.479181789112807		0.478634316276185			
5	xlnet-base-cased	average	all	0.401442359423153	0.0	0.535248752127117	0.47886134894583	0.511352905233612	0.448329865573763	0.493950441618167	0.456116877983052	0.481824156728461	0.477445113754355	0.475957145571299	0.486344070046994	0.466082480789333	0.489219631466766	0.458195657867277	0.489762801746052	0.449102956573612	0.491716474372838	0.442839577483476	0.494956132009167	0.443869345300603	0.495703774088177	0.444293161525191	0.491325081048721	0.443006642130928	0.439073287268872		
4	xlnet-base-cased	longest	0-split	0.50465205228849	0.0	0.732702084250484	0.565650265520606		0.528439559959485		0.528439559959485		0.528296634369639		0.528446467482983	0.4	0.52760224868376	0.753535133453769	0.525629829332896	0.641323352133673	0.521535235378266	0.587429837829125	0.52068828134171	0.556012303032096	0.514338845462377	0.546623786656294	0.504238816967315	0.541037147702358	0.460197882980256		
4	xlnet-base-cased	longest	1-split	0.435083962363323	0.0	0.562793257882118	0.496647376227744		0.47075065773642	-0.632455532033676	0.471110867539658	0.30743821125571	0.471534177404098	0.410590821902044	0.471359858152112	0.452776606744957	0.465960667549215	0.498361382095975	0.448005072943409	0.517197874673498	0.438733150375594	0.48808408343332	0.424433981227962	0.477423423178228	0.425323709705987	0.472490536494323	0.422103409863998	0.471618550243724	0.337543004758689		
4	xlnet-base-cased	longest	2-split	0.392069082372854	0.0	0.428607412633045	0.45035851149164	0.419947726203683	0.420554761516273	0.419591799912347	0.429504064557925	0.408164769097504	0.444519105445096	0.411478612986082	0.456769682244352	0.411493104064575	0.456752340859698	0.415736727343943	0.457285138883713	0.419204874774925	0.440034702279691	0.421959744013346	0.478305007803264	0.422129217274519	0.019695684285699	0.423021716495803		0.422502383692441			
4	xlnet-base-cased	longest	all	0.424352023907983	0.0	0.534970501046787	0.473986868048357	0.419947726203683	0.46736782134862	0.419083477886874	0.473142900912331	0.40782729597582	0.481563170420668	0.411186934085134	0.48607188765866	0.412596015239755	0.487752356787513	0.421670629643189	0.48689046199086	0.437003415162488	0.494389839692824	0.444523133247123	0.505421766391267	0.449972269027533	0.507864280147079	0.455753479809438	0.497840928586254	0.459823077690881	0.458507136772118		
4	xlnet-base-cased	avg-omitlast	0-split	0.50465205228849	0.0	0.732702084250484	0.565650265520606		0.528439559959485		0.528439559959485		0.528296634369639		0.528446467482983	0.4	0.52760224868376	0.753535133453769	0.525629829332896	0.641323352133673	0.521535235378266	0.587429837829125	0.52068828134171	0.556012303032096	0.514338845462377	0.546623786656294	0.504238816967315	0.541037147702358	0.460197882980256		
4	xlnet-base-cased	avg-omitlast	1-split	0.428591192769532	0.0	0.551517883833364	0.492984785908635		0.462783887277182	-0.316227766016838	0.462992932155546	0.289327305719919	0.463311075328619	0.407173000087169	0.462161112193583	0.476592890536288	0.455424831103335	0.509202279748841	0.438930183301978	0.510661304525872	0.4171358688117	0.487930614332073	0.385517092885824	0.474250121767822	0.384125532428118	0.465897309174554	0.44732990794041	0.463349162941238	0.40495124604598		
4	xlnet-base-cased	avg-omitlast	2-split	0.353412727188958	0.0	0.414241900924207	0.394807247134957	0.411263246766042	0.370639818502072	0.38974574958898	0.374712909903254	0.378910526931922	0.38895532729277	0.37781486886862	0.403007882403035	0.373252764362163	0.391241941155663	0.376680793214757	0.354620220301958	0.380961604802911	0.324170249412723	0.379723177996507	0.502983613251102	0.377300282631572	0.596242078830697	0.378050987177446		0.378002251485271			
4	xlnet-base-cased	avg-omitlast	all	0.362372126779072	0.0	0.506692558483598	0.431620477966148	0.411263246766042	0.422218871037095	0.388475870724216	0.431356742121062	0.377562031349372	0.454098887606992	0.375616026081343	0.463481333344219	0.368405455499158	0.467189546634141	0.36644873653383	0.470499625379914	0.36944463448016	0.479131413975255	0.379529856270284	0.494248432084878	0.393574415370298	0.501785220637102	0.403692320028619	0.495619537123052	0.408120248025641	0.456618390976885		
5	xlnet-base-cased	avg-omitfirst	0-split	0.499421144434986	0.0	0.717452609910905	0.561978707750147		0.522805001881095		0.522805001881095		0.522660339266057		0.522834494214183	0.4	0.521892054954277	0.775124199959062	0.519997132280287	0.632129074133064	0.51436778982546	0.584827461612874	0.511998574594511	0.551856850583934	0.505706783782945	0.540324784626029	0.498313378090573	0.53449117090453	0.451153707613698		
5	xlnet-base-cased	avg-omitfirst	1-split	0.451997256172189	0.0	0.572357929537291	0.512748302232605		0.482563497653344	-0.948683298050514	0.482881185418528	0.307214619829342	0.482901770509343	0.437491708678814	0.482327015161066	0.479964329597972	0.476748449524842	0.519407801465829	0.457930626687467	0.534642222655815	0.446893072212563	0.502848181164	0.413662401799121	0.492913485932056	0.426219192541904	0.484554303437593	0.431740456900322	0.483253787376003	0.303587984953925		
5	xlnet-base-cased	avg-omitfirst	2-split	0.432635773816514	0.0	0.470904088312047	0.473698293893451	0.470817157395447	0.453427655457452	0.462973667037041	0.458372921589623	0.458049694554703	0.474351656470175	0.456764573028392	0.486025041318479	0.454262161921324	0.478613785625238	0.456177701670395	0.46895808982217	0.457766969300699	0.419336402208156	0.457785301200347	0.430112837805168	0.456437016061759	-0.021486201038944	0.456496093121959		0.456009686468516			
5	xlnet-base-cased	avg-omitfirst	all	0.420260392531192	0.0	0.549852765814472	0.484590229613533	0.470817157395447	0.467390536889745	0.461582903754804	0.473411113707089	0.456628215739407	0.48750507430262	0.454357614382292	0.492743229994936	0.449376872151837	0.492859012633745	0.447316978983988	0.490802308786645	0.447773163724055	0.492326741463942	0.449790477794373	0.495792170552565	0.455962977299466	0.499236635381047	0.459166166778574	0.493019349076539	0.46064060016944	0.450320468392825		
0	xlnet-base-cased	longest	0-split	0.476616306214788	0.0	0.732640610284982	0.547532038343969		0.501238796377407		0.501238796377407		0.501087585186053		0.501124955954708	0.8	0.500560833874228	0.809316021023282	0.499329516623285	0.667133922546955	0.501774012920393	0.578172739788715	0.512961313964599	0.542894991856594	0.518647537836765	0.530591228509172	0.51192653876306	0.519736802467376	0.478979233764988		
