layer	representation_type	strategy	split-type	r	p	fasttext-all-GS_r	in_freq_interval_225375_r	freq_lower_interval_1.5_r	freq_higher_interval_1.5_r	freq_lower_interval_1.75_r	freq_higher_interval_1.75_r	freq_lower_interval_2.25_r	freq_higher_interval_2.25_r	freq_lower_interval_2.5_r	freq_higher_interval_2.5_r	freq_lower_interval_2.75_r	freq_higher_interval_2.75_r	freq_lower_interval_3_r	freq_higher_interval_3_r	freq_lower_interval_3.25_r	freq_higher_interval_3.25_r	freq_lower_interval_3.5_r	freq_higher_interval_3.5_r	freq_lower_interval_3.75_r	freq_higher_interval_3.75_r	freq_lower_interval_4_r	freq_higher_interval_4_r	freq_lower_interval_4.25_r	freq_higher_interval_4.25_r	bothcomplete_flota_r	oneincomplete_flota_r
7	bert-flota-3	longest	1-split	0.203638543845242	5.96850400961134E-48	0.236578394263136	0.201999207526414		0.196315691660003		0.196315691660003		0.197035660067997	0.071857575714796	0.202345746788482	0.001006167950384	0.2042485325701	0.160087783206664	0.211127077401408	0.187799644352506	0.24905305653348	0.185900100260292	0.287021446413281	0.194033390017101	0.615587011251092	0.194276727373902		0.196315691660003			
7	bert-flota-3	longest	2-split	0.200094224023885	2.52591657694685E-46	0.247035244991339	0.174118926555614	0.188921286581665	0.188004578223984	0.229778001136271	0.183802015472811	0.212423768993006	0.183570236707565	0.207483440149494	0.186464885997174	0.196266391227908	0.185212747857867	0.194110693789063	0.023481760343258	0.195427025368077	-0.5	0.19139650993413		0.190665550391093		0.190665550391093		0.190665550391093			
7	bert-flota-3	longest	all	0.238404818000193	7.28940393955824E-193	0.285466242446896	0.172914959939714	0.188921286581665	0.248791255056296	0.229778001136271	0.25006626028057	0.214061544649001	0.261490141175483	0.207171098828551	0.277112038411153	0.193835355385626	0.298743334377359	0.190445404365726	0.324894387753023	0.187906134034294	0.348941326683048	0.182207627636108	0.364677705327657	0.184260798477353	0.402274873875247	0.193808953321886	0.418653342088444	0.208979374054408	0.439795883530504		
2	bert-flota-3	waverage	0-split	0.292240644982529	4.97924659784531E-99	0.515719265761148	0.282670687710348		0.303288602480206		0.303288602480206		0.303288602480206		0.303252748121489		0.304827312570732	-0.026431782180457	0.305564506908089	0.324573623949888	0.314652279267024	0.298947592116313	0.335528329932284	0.257463432586404	0.385161834041781	0.251611189020452	0.408568586333723	0.260116040082193	0.443711495198719		
2	bert-flota-3	waverage	1-split	0.197859670746317	2.58308537188661E-45	0.261317615316705	0.269608757949644		0.237526773329809		0.237526773329809		0.236316339575638	0.179643939286989	0.25100721570481	-0.04566704213516	0.244589834083748	0.206913438246158	0.243095703657842	0.238874675445346	0.156950816374194	0.257898708729362	0.20531295827543	0.239342588627245	0.051298917604258	0.23835509458993		0.237526773329809			
2	bert-flota-3	waverage	2-split	0.200530910394393	1.59835585282084E-46	0.258662338304701	0.182378881746238	0.291966565729279	0.191379243351607	0.268723748468424	0.19084513052355	0.221153522880852	0.191991166090552	0.215807023373465	0.181226484938407	0.209349867748352	0.136613383670085	0.2096295002661	0.197999846252975	0.199241634708549	0.5	0.198969348717128		0.198756798456456		0.198756798456456		0.198756798456456			
2	bert-flota-3	waverage	all	0.216592759312332	9.87683287476795E-159	0.380569588263778	0.242443725386606	0.291966565729279	0.258695081741666	0.268723748468424	0.26337612602192	0.222894633863697	0.273200137212347	0.218263282227305	0.279029137692019	0.209887849815327	0.287286895763557	0.212066432834613	0.297317103118053	0.212250221212169	0.305743447267	0.230138207649237	0.33383497695609	0.238805140933883	0.384730964929648	0.240900140886887	0.408568586333723	0.246510611051806	0.443711495198719		
12	bert-flota-3	waverage	0-split	0.374304586894475	4.56284491148255E-166	0.47635318234556	0.333907459235077		0.377397609840326		0.377397609840326		0.377397609840326		0.377375527046019		0.377989812871764	0.0925112376316	0.378380542231072	0.24266212622217	0.374290631087311	0.317943362331498	0.383263660609103	0.293267783599384	0.425886261708494	0.287306488297293	0.443446609559669	0.302607985693633	0.44206463601893		
12	bert-flota-3	waverage	1-split	0.291133387867414	2.91771443870059E-98	0.295276042371042	0.265684692612168		0.269727280319285		0.269727280319285		0.267156709624412	0.610789393575762	0.274396709433793	0.119506786881065	0.257154791470038	0.316151176924329	0.248953478896812	0.291228896659862	0.269946251936623	0.26760730672556	0.271667135172299	0.270285225486351	0.359092423229804	0.26965304984284		0.269727280319285			
12	bert-flota-3	waverage	2-split	0.244622872210206	4.93728431265667E-69	0.347827664689454	0.19887344872621	0.266548463796098	0.229058171685283	0.326364127696475	0.217066103040605	0.3021488352509	0.205906535300034	0.285326668125217	0.194990321147411	0.262551259455379	0.17456322708456	0.249245746823627	0.010898822876521	0.242805775062382	-0.5	0.236500546682687		0.235734155627987		0.235734155627987		0.235734155627987			
