	strategy	split-type	layer	model	accuracy	goldtrue_predicttrue	goldtrue_predictfalse	goldfalse_predicttrue	goldfalse_predictfalse
395	waverage	ALL	2	lemma-bert	0.6473788328387735	2000	1033	1106	1927
396	waverage	SAME	2	lemma-bert	0.6540010065425265	1425	630	745	1174
397	waverage	DIFF	2	lemma-bert	0.6347992351816444	575	403	361	753
398	waverage	1-split-SAME	2	lemma-bert		[]	[]	[]	[]
399	waverage	1-split-DIFF	2	lemma-bert	0.5897435897435898	55	17	31	14
400	waverage	2-split-SAME	2	lemma-bert	0.7956204379562044	213	2	54	5
401	waverage	2-split-DIFF	2	lemma-bert	0.5760869565217391	53	1	38	0
402	waverage	0-split-dev-SAME	2	lemma-bert	0.6474358974358975	107	46	64	95
403	waverage	0-split-dev-DIFF	2	lemma-bert	0.5868263473053892	47	28	41	51
404	waverage	1-split-bal	2	lemma-bert	0.5555555555555556	36	9	31	14
405	waverage	2-split-bal	2	lemma-bert	0.5154639175257731	95	2	92	5
406	waverage	0-split-dev	3	lemma-bert	0.6597077244258872	164	64	99	152
407	waverage	1-split-all	3	lemma-bert	0.6153846153846154	56	16	29	16
408	waverage	2-split-all	3	lemma-bert	0.7349726775956285	269	0	97	0
409	waverage	ALL	3	lemma-bert	0.6506758984503792	1976	1057	1062	1971
410	waverage	SAME	3	lemma-bert	0.6597886260694514	1422	633	719	1200
411	waverage	DIFF	3	lemma-bert	0.6333652007648184	554	424	343	771
412	waverage	1-split-SAME	3	lemma-bert		[]	[]	[]	[]
413	waverage	1-split-DIFF	3	lemma-bert	0.6153846153846154	56	16	29	16
414	waverage	2-split-SAME	3	lemma-bert	0.7846715328467153	215	0	59	0
415	waverage	2-split-DIFF	3	lemma-bert	0.5869565217391305	54	0	38	0
416	waverage	0-split-dev-SAME	3	lemma-bert	0.6794871794871795	114	39	61	98
417	waverage	0-split-dev-DIFF	3	lemma-bert	0.6227544910179641	50	25	38	54
418	waverage	1-split-bal	3	lemma-bert	0.5888888888888889	37	8	29	16
419	waverage	2-split-bal	3	lemma-bert	0.5	97	0	97	0
420	waverage	0-split-dev	4	lemma-bert	0.6701461377870563	164	64	94	157
421	waverage	1-split-all	4	lemma-bert	0.6239316239316239	59	13	31	14
422	waverage	2-split-all	4	lemma-bert	0.7349726775956285	269	0	97	0
423	waverage	ALL	4	lemma-bert	0.6613913616880976	2012	1021	1033	2000
424	waverage	SAME	4	lemma-bert	0.6781580271766482	1466	589	690	1229
425	waverage	DIFF	4	lemma-bert	0.6295411089866156	546	432	343	771
426	waverage	1-split-SAME	4	lemma-bert		[]	[]	[]	[]
427	waverage	1-split-DIFF	4	lemma-bert	0.6239316239316239	59	13	31	14
428	waverage	2-split-SAME	4	lemma-bert	0.7846715328467153	215	0	59	0
429	waverage	2-split-DIFF	4	lemma-bert	0.5869565217391305	54	0	38	0
430	waverage	0-split-dev-SAME	4	lemma-bert	0.7051282051282052	118	35	57	102
431	waverage	0-split-dev-DIFF	4	lemma-bert	0.6047904191616766	46	29	37	55
432	waverage	1-split-bal	4	lemma-bert	0.5888888888888889	39	6	31	14
433	waverage	2-split-bal	4	lemma-bert	0.5	97	0	97	0
434	waverage	0-split-dev	5	lemma-bert	0.6805845511482255	171	57	96	155
435	waverage	1-split-all	5	lemma-bert	0.6068376068376068	57	15	31	14
436	waverage	2-split-all	5	lemma-bert	0.7349726775956285	269	0	97	0
437	waverage	ALL	5	lemma-bert	0.675568743818002	2091	942	1026	2007
438	waverage	SAME	5	lemma-bert	0.6887267237040765	1511	544	693	1226
439	waverage	DIFF	5	lemma-bert	0.6505736137667304	580	398	333	781
440	waverage	1-split-SAME	5	lemma-bert		[]	[]	[]	[]
441	waverage	1-split-DIFF	5	lemma-bert	0.6068376068376068	57	15	31	14
442	waverage	2-split-SAME	5	lemma-bert	0.7846715328467153	215	0	59	0
443	waverage	2-split-DIFF	5	lemma-bert	0.5869565217391305	54	0	38	0
444	waverage	0-split-dev-SAME	5	lemma-bert	0.7115384615384616	123	30	60	99
445	waverage	0-split-dev-DIFF	5	lemma-bert	0.6227544910179641	48	27	36	56
446	waverage	1-split-bal	5	lemma-bert	0.5666666666666667	37	8	31	14
447	waverage	2-split-bal	5	lemma-bert	0.5	97	0	97	0
448	waverage	0-split-dev	6	lemma-bert	0.6868475991649269	171	57	93	158
449	waverage	1-split-all	6	lemma-bert	0.6153846153846154	60	12	33	12
450	waverage	2-split-all	6	lemma-bert	0.7295081967213115	267	2	97	0
451	waverage	ALL	6	lemma-bert	0.6857896472139795	2123	910	996	2037
452	waverage	SAME	6	lemma-bert	0.6997986914947156	1540	515	678	1241
453	waverage	DIFF	6	lemma-bert	0.6591778202676865	583	395	318	796
454	waverage	1-split-SAME	6	lemma-bert		[]	[]	[]	[]
455	waverage	1-split-DIFF	6	lemma-bert	0.6153846153846154	60	12	33	12
456	waverage	2-split-SAME	6	lemma-bert	0.7846715328467153	215	0	59	0
457	waverage	2-split-DIFF	6	lemma-bert	0.5652173913043478	52	2	38	0
458	waverage	0-split-dev-SAME	6	lemma-bert	0.7307692307692307	122	31	53	106
459	waverage	0-split-dev-DIFF	6	lemma-bert	0.6047904191616766	49	26	40	52
460	waverage	1-split-bal	6	lemma-bert	0.5666666666666667	39	6	33	12
461	waverage	2-split-bal	6	lemma-bert	0.5	97	0	97	0
462	waverage	0-split-dev	7	lemma-bert	0.6743215031315241	166	62	94	157
463	waverage	1-split-all	7	lemma-bert	0.6495726495726496	59	13	28	17
464	waverage	2-split-all	7	lemma-bert	0.7349726775956285	266	3	94	3
465	waverage	ALL	7	lemma-bert	0.6791955159907682	2064	969	977	2056
466	waverage	SAME	7	lemma-bert	0.6945143432310015	1572	483	731	1188
467	waverage	DIFF	7	lemma-bert	0.6500956022944551	492	486	246	868
468	waverage	1-split-SAME	7	lemma-bert		[]	[]	[]	[]
469	waverage	1-split-DIFF	7	lemma-bert	0.6495726495726496	59	13	28	17
470	waverage	2-split-SAME	7	lemma-bert	0.7883211678832117	215	0	58	1
471	waverage	2-split-DIFF	7	lemma-bert	0.5760869565217391	51	3	36	2
472	waverage	0-split-dev-SAME	7	lemma-bert	0.6987179487179487	122	31	63	96
473	waverage	0-split-dev-DIFF	7	lemma-bert	0.6287425149700598	44	31	31	61
474	waverage	1-split-bal	7	lemma-bert	0.6	37	8	28	17
475	waverage	2-split-bal	7	lemma-bert	0.5103092783505154	96	1	94	3
476	waverage	0-split-dev	8	lemma-bert	0.6701461377870563	164	64	94	157
477	waverage	1-split-all	8	lemma-bert	0.6153846153846154	54	18	27	18
478	waverage	2-split-all	8	lemma-bert	0.7431693989071039	266	3	91	6
479	waverage	ALL	8	lemma-bert	0.6782063963072865	2037	996	956	2077
480	waverage	SAME	8	lemma-bert	0.6980372420734776	1592	463	737	1182
481	waverage	DIFF	8	lemma-bert	0.6405353728489483	445	533	219	895
482	waverage	1-split-SAME	8	lemma-bert		[]	[]	[]	[]
483	waverage	1-split-DIFF	8	lemma-bert	0.6153846153846154	54	18	27	18
484	waverage	2-split-SAME	8	lemma-bert	0.791970802919708	215	0	57	2
485	waverage	2-split-DIFF	8	lemma-bert	0.5978260869565217	51	3	34	4
486	waverage	0-split-dev-SAME	8	lemma-bert	0.6923076923076923	122	31	65	94
487	waverage	0-split-dev-DIFF	8	lemma-bert	0.6287425149700598	42	33	29	63
488	waverage	1-split-bal	8	lemma-bert	0.5666666666666667	33	12	27	18
489	waverage	2-split-bal	8	lemma-bert	0.5309278350515464	97	0	91	6
490	waverage	0-split-dev	9	lemma-bert	0.6805845511482255	163	65	88	163
491	waverage	1-split-all	9	lemma-bert	0.6666666666666666	55	17	22	23
492	waverage	2-split-all	9	lemma-bert	0.7486338797814208	264	5	87	10
493	waverage	ALL	9	lemma-bert	0.6747444774151006	2001	1032	941	2092
494	waverage	SAME	9	lemma-bert	0.6937594363361852	1589	466	751	1168
495	waverage	DIFF	9	lemma-bert	0.638623326959847	412	566	190	924
496	waverage	1-split-SAME	9	lemma-bert		[]	[]	[]	[]
497	waverage	1-split-DIFF	9	lemma-bert	0.6666666666666666	55	17	22	23
498	waverage	2-split-SAME	9	lemma-bert	0.791970802919708	215	0	57	2
499	waverage	2-split-DIFF	9	lemma-bert	0.6195652173913043	49	5	30	8
500	waverage	0-split-dev-SAME	9	lemma-bert	0.6987179487179487	125	28	66	93
501	waverage	0-split-dev-DIFF	9	lemma-bert	0.6467065868263473	38	37	22	70
502	waverage	1-split-bal	9	lemma-bert	0.6333333333333333	34	11	22	23
503	waverage	2-split-bal	9	lemma-bert	0.5463917525773195	96	1	87	10
504	waverage	0-split-dev	10	lemma-bert	0.6597077244258872	164	64	99	152
505	waverage	1-split-all	10	lemma-bert	0.7008547008547008	59	13	22	23
506	waverage	2-split-all	10	lemma-bert	0.7459016393442623	256	13	80	17
507	waverage	ALL	10	lemma-bert	0.6793603692713485	2039	994	951	2082
508	waverage	SAME	10	lemma-bert	0.6997986914947156	1581	474	719	1200
509	waverage	DIFF	10	lemma-bert	0.6405353728489483	458	520	232	882
510	waverage	1-split-SAME	10	lemma-bert		[]	[]	[]	[]
511	waverage	1-split-DIFF	10	lemma-bert	0.7008547008547008	59	13	22	23
512	waverage	2-split-SAME	10	lemma-bert	0.7846715328467153	208	7	52	7
513	waverage	2-split-DIFF	10	lemma-bert	0.6304347826086957	48	6	28	10
514	waverage	0-split-dev-SAME	10	lemma-bert	0.6891025641025641	124	29	68	91
515	waverage	0-split-dev-DIFF	10	lemma-bert	0.6047904191616766	40	35	31	61
516	waverage	1-split-bal	10	lemma-bert	0.6777777777777778	38	7	22	23
517	waverage	2-split-bal	10	lemma-bert	0.5670103092783505	93	4	80	17
518	waverage	0-split-dev	11	lemma-bert	0.6534446764091858	158	70	96	155
519	waverage	1-split-all	11	lemma-bert	0.6837606837606838	55	17	20	25
520	waverage	2-split-all	11	lemma-bert	0.7459016393442623	252	17	76	21
521	waverage	ALL	11	lemma-bert	0.6724365314869766	2019	1014	973	2060
522	waverage	SAME	11	lemma-bert	0.6857070961248113	1522	533	716	1203
523	waverage	DIFF	11	lemma-bert	0.6472275334608031	497	481	257	857
524	waverage	1-split-SAME	11	lemma-bert		[]	[]	[]	[]
525	waverage	1-split-DIFF	11	lemma-bert	0.6837606837606838	55	17	20	25
526	waverage	2-split-SAME	11	lemma-bert	0.7846715328467153	204	11	48	11
527	waverage	2-split-DIFF	11	lemma-bert	0.6304347826086957	48	6	28	10
528	waverage	0-split-dev-SAME	11	lemma-bert	0.6730769230769231	118	35	67	92
529	waverage	0-split-dev-DIFF	11	lemma-bert	0.6167664670658682	40	35	29	63
530	waverage	1-split-bal	11	lemma-bert	0.6666666666666666	35	10	20	25
531	waverage	2-split-bal	11	lemma-bert	0.5773195876288659	91	6	76	21
532	waverage	0-split-dev	12	lemma-bert	0.6638830897703549	152	76	85	166
533	waverage	1-split-all	12	lemma-bert	0.6495726495726496	48	24	17	28
534	waverage	2-split-all	12	lemma-bert	0.7158469945355191	241	28	76	21
535	waverage	ALL	12	lemma-bert	0.6864490603363007	2011	1022	880	2153
536	waverage	SAME	12	lemma-bert	0.6927528938097635	1539	516	705	1214
537	waverage	DIFF	12	lemma-bert	0.6744741873804971	472	506	175	939
538	waverage	1-split-SAME	12	lemma-bert		[]	[]	[]	[]
539	waverage	1-split-DIFF	12	lemma-bert	0.6495726495726496	48	24	17	28
540	waverage	2-split-SAME	12	lemma-bert	0.7518248175182481	196	19	49	10
541	waverage	2-split-DIFF	12	lemma-bert	0.6086956521739131	45	9	27	11
542	waverage	0-split-dev-SAME	12	lemma-bert	0.6794871794871795	116	37	63	96
543	waverage	0-split-dev-DIFF	12	lemma-bert	0.6347305389221557	36	39	22	70
544	waverage	1-split-bal	12	lemma-bert	0.6222222222222222	28	17	17	28
545	waverage	2-split-bal	12	lemma-bert	0.5618556701030928	88	9	76	21
