	strategy	split-type	layer	model	accuracy	goldtrue_predicttrue	goldtrue_predictfalse	goldfalse_predicttrue	goldfalse_predictfalse
396	waverage	1-split-DIFF	4	bert	0.5128205128205128	25	47	10	35
397	waverage	2-split-SAME	4	bert	0.7846715328467153	215	0	59	0
398	waverage	2-split-DIFF	4	bert	0.5869565217391305	41	13	25	13
399	waverage	0-split-dev-SAME	4	bert	0.6634615384615384	133	20	85	74
400	waverage	0-split-dev-DIFF	4	bert	0.6167664670658682	15	60	4	88
401	waverage	1-split-bal	4	bert	0.5777777777777777	17	28	10	35
402	waverage	2-split-bal	4	bert	0.5463917525773195	93	4	84	13
403	waverage	0-split-dev	5	bert	0.6722338204592901	155	73	84	167
404	waverage	1-split-all	5	bert	0.5128205128205128	28	44	13	32
405	waverage	2-split-all	5	bert	0.7349726775956285	261	8	89	8
406	waverage	ALL	5	bert	0.6691394658753709	2012	1021	986	2047
407	waverage	SAME	5	bert	0.6844489179667841	1640	415	839	1080
408	waverage	DIFF	5	bert	0.640057361376673	372	606	147	967
409	waverage	1-split-DIFF	5	bert	0.5128205128205128	28	44	13	32
410	waverage	2-split-SAME	5	bert	0.7846715328467153	215	0	59	0
411	waverage	2-split-DIFF	5	bert	0.5869565217391305	46	8	30	8
412	waverage	0-split-dev-SAME	5	bert	0.6955128205128205	129	24	71	88
413	waverage	0-split-dev-DIFF	5	bert	0.6287425149700598	26	49	13	79
414	waverage	1-split-bal	5	bert	0.5555555555555556	18	27	13	32
415	waverage	2-split-bal	5	bert	0.5360824742268041	96	1	89	8
416	waverage	0-split-dev	6	bert	0.6764091858037579	162	66	89	162
417	waverage	1-split-all	6	bert	0.5555555555555556	35	37	15	30
418	waverage	2-split-all	6	bert	0.7349726775956285	261	8	89	8
419	waverage	ALL	6	bert	0.6801846356742499	2051	982	958	2075
420	waverage	SAME	6	bert	0.6899849018621037	1630	425	807	1112
421	waverage	DIFF	6	bert	0.6615678776290631	421	557	151	963
422	waverage	1-split-DIFF	6	bert	0.5555555555555556	35	37	15	30
423	waverage	2-split-SAME	6	bert	0.7846715328467153	215	0	59	0
424	waverage	2-split-DIFF	6	bert	0.5869565217391305	46	8	30	8
425	waverage	0-split-dev-SAME	6	bert	0.6891025641025641	129	24	73	86
426	waverage	0-split-dev-DIFF	6	bert	0.6526946107784432	33	42	16	76
427	waverage	1-split-bal	6	bert	0.5888888888888889	23	22	15	30
428	waverage	2-split-bal	6	bert	0.5360824742268041	96	1	89	8
429	waverage	0-split-dev	7	bert	0.6764091858037579	157	71	84	167
430	waverage	1-split-all	7	bert	0.5726495726495726	39	33	17	28
431	waverage	2-split-all	7	bert	0.7349726775956285	261	8	89	8
432	waverage	ALL	7	bert	0.6815034619188922	2045	988	944	2089
433	waverage	SAME	7	bert	0.6902365374937091	1610	445	786	1133
434	waverage	DIFF	7	bert	0.6649139579349904	435	543	158	956
435	waverage	1-split-DIFF	7	bert	0.5726495726495726	39	33	17	28
436	waverage	2-split-SAME	7	bert	0.7846715328467153	215	0	59	0
437	waverage	2-split-DIFF	7	bert	0.5869565217391305	46	8	30	8
438	waverage	0-split-dev-SAME	7	bert	0.6891025641025641	123	30	67	92
439	waverage	0-split-dev-DIFF	7	bert	0.6526946107784432	34	41	17	75
440	waverage	1-split-bal	7	bert	0.5777777777777777	24	21	17	28
441	waverage	2-split-bal	7	bert	0.5309278350515464	95	2	89	8
442	waverage	0-split-dev	8	bert	0.6805845511482255	160	68	85	166
443	waverage	1-split-all	8	bert	0.6153846153846154	46	26	19	26
444	waverage	2-split-all	8	bert	0.7486338797814208	263	6	86	11
445	waverage	ALL	8	bert	0.6897461259479064	2068	965	917	2116
446	waverage	SAME	8	bert	0.6985405133366884	1608	447	751	1168
447	waverage	DIFF	8	bert	0.6730401529636711	460	518	166	948
448	waverage	1-split-DIFF	8	bert	0.6153846153846154	46	26	19	26
449	waverage	2-split-SAME	8	bert	0.791970802919708	215	0	57	2
450	waverage	2-split-DIFF	8	bert	0.6195652173913043	48	6	29	9
451	waverage	0-split-dev-SAME	8	bert	0.6955128205128205	123	30	65	94
452	waverage	0-split-dev-DIFF	8	bert	0.6526946107784432	37	38	20	72
453	waverage	1-split-bal	8	bert	0.5888888888888889	27	18	19	26
454	waverage	2-split-bal	8	bert	0.5515463917525774	96	1	86	11
455	waverage	0-split-dev	9	bert	0.6951983298538622	169	59	87	164
456	waverage	1-split-all	9	bert	0.6410256410256411	47	25	17	28
457	waverage	2-split-all	9	bert	0.7377049180327869	261	8	88	9
458	waverage	ALL	9	bert	0.6859545004945599	2049	984	921	2112
459	waverage	SAME	9	bert	0.6930045294413689	1600	455	765	1154
460	waverage	DIFF	9	bert	0.6725621414913958	449	529	156	958
461	waverage	1-split-DIFF	9	bert	0.6410256410256411	47	25	17	28
462	waverage	2-split-SAME	9	bert	0.7883211678832117	215	0	58	1
463	waverage	2-split-DIFF	9	bert	0.5869565217391305	46	8	30	8
464	waverage	0-split-dev-SAME	9	bert	0.6955128205128205	125	28	67	92
465	waverage	0-split-dev-DIFF	9	bert	0.6946107784431138	44	31	20	72
466	waverage	1-split-bal	9	bert	0.6333333333333333	29	16	17	28
467	waverage	2-split-bal	9	bert	0.5360824742268041	95	2	88	9
468	waverage	0-split-dev	10	bert	0.6847599164926931	171	57	94	157
469	waverage	1-split-all	10	bert	0.6410256410256411	50	22	20	25
470	waverage	2-split-all	10	bert	0.7431693989071039	253	16	78	19
471	waverage	ALL	10	bert	0.6909000989119684	2079	954	921	2112
472	waverage	SAME	10	bert	0.7005535983895319	1611	444	746	1173
473	waverage	DIFF	10	bert	0.6725621414913958	468	510	175	939
474	waverage	1-split-DIFF	10	bert	0.6410256410256411	50	22	20	25
475	waverage	2-split-SAME	10	bert	0.7883211678832117	209	6	52	7
476	waverage	2-split-DIFF	10	bert	0.6086956521739131	44	10	26	12
477	waverage	0-split-dev-SAME	10	bert	0.6955128205128205	129	24	71	88
478	waverage	0-split-dev-DIFF	10	bert	0.6646706586826348	42	33	23	69
479	waverage	1-split-bal	10	bert	0.6111111111111112	30	15	20	25
480	waverage	2-split-bal	10	bert	0.5670103092783505	91	6	78	19
481	waverage	0-split-dev	11	bert	0.6555323590814196	159	69	96	155
482	waverage	1-split-all	11	bert	0.6495726495726496	47	25	16	29
483	waverage	2-split-all	11	bert	0.7431693989071039	251	18	76	21
484	waverage	ALL	11	bert	0.6785361028684471	2037	996	954	2079
485	waverage	SAME	11	bert	0.6847005535983895	1589	466	787	1132
486	waverage	DIFF	11	bert	0.6668260038240917	448	530	167	947
487	waverage	1-split-DIFF	11	bert	0.6495726495726496	47	25	16	29
488	waverage	2-split-SAME	11	bert	0.7846715328467153	207	8	51	8
489	waverage	2-split-DIFF	11	bert	0.6195652173913043	44	10	25	13
490	waverage	0-split-dev-SAME	11	bert	0.6698717948717948	122	31	72	87
491	waverage	0-split-dev-DIFF	11	bert	0.6287425149700598	37	38	24	68
492	waverage	1-split-bal	11	bert	0.6333333333333333	28	17	16	29
493	waverage	2-split-bal	11	bert	0.5670103092783505	89	8	76	21
494	waverage	0-split-dev	12	bert	0.6576200417536534	150	78	86	165
495	waverage	1-split-all	12	bert	0.6410256410256411	43	29	13	32
496	waverage	2-split-all	12	bert	0.7213114754098361	243	26	76	21
497	waverage	ALL	12	bert	0.6805143422354105	1999	1034	904	2129
498	waverage	SAME	12	bert	0.6894816305988928	1607	448	786	1133
499	waverage	DIFF	12	bert	0.6634799235181644	392	586	118	996
500	waverage	1-split-DIFF	12	bert	0.6410256410256411	43	29	13	32
501	waverage	2-split-SAME	12	bert	0.7554744525547445	198	17	50	9
502	waverage	2-split-DIFF	12	bert	0.6195652173913043	45	9	26	12
503	waverage	0-split-dev-SAME	12	bert	0.6634615384615384	121	32	73	86
504	waverage	0-split-dev-DIFF	12	bert	0.6467065868263473	29	46	13	79
505	waverage	1-split-bal	12	bert	0.6111111111111112	23	22	13	32
506	waverage	2-split-bal	12	bert	0.5670103092783505	89	8	76	21
